,temperature_C,NValance_composition_average,HeatFusion_arithmetic_average,valence_composition_average,ThermalConductivity_composition_average,ThirdIonizationEnergy_composition_average,ElectricalConductivity_arithmetic_average,MiracleRadius_composition_average,pH2O,IonicRadii_composition_average,BulkModulus_composition_average,ThermalExpansionCoefficient_composition_average,BCCfermi_composition_average,Density_composition_average,HHIr_composition_average,Polarizability_composition_average,CovalentRadii_composition_average,Column_composition_average,SpaceGroupNumber_composition_average,BCCenergy_pa_composition_average,SpecificHeatCapacity_composition_average,HeatCapacityMass_composition_average,BCCvolume_pa_composition_average,MendeleevNumber_composition_average,GSenergy_pa_composition_average,target
43,250.0,5.69,6.8836,2.7300000000000004,20.54744,39.46376,6.56,107.94,0.016,1.2352,34.104,474.694,3.4653716406,2289.337400000001,1058.0,9.730866666666,1.0623,11.69,97.75,-3.4038078554,0.6812400000000001,0.68009,19.0694,65.32000000000001,-4.78500701735,0.012
44,250.0,5.69,6.8836,2.7300000000000004,20.54744,39.46376,6.56,107.94,0.016,1.2352,34.104,474.694,3.4653716406,2289.337400000001,1058.0,9.730866666666,1.0623,11.69,97.75,-3.4038078554,0.6812400000000001,0.68009,19.0694,65.32000000000001,-4.78500701735,0.011
45,250.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.016,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.011
46,250.0,5.4,8.135,2.6800000000000006,17.36044,38.68536,3.95,110.16,0.016,1.2528,30.76,474.46,3.3255707644,2141.5774,1088.0,10.6732,1.086,11.4,97.4,-3.4398448164,0.6766399999999999,0.6753600000000001,20.134,63.28,-4.823041083600001,0.011
47,250.0,5.65,6.8836,2.77,20.18944,39.37305,6.56,107.79,0.016,1.2332999999999998,35.104,474.51,3.4907358421000003,2296.6774,1053.0,9.873033333333,1.0615,11.65,98.1,-3.475091784,0.6818500000000001,0.6807,19.035100000000003,65.18,-4.8554618618,0.011
48,250.0,5.61,6.8375,2.81,19.83144,39.282340000000005,3.975,107.64,0.016,1.2313999999999998,36.104,474.326,3.5161000436000003,2304.0174,1048.0,10.0152,1.0607,11.61,98.45,-3.5463757126,0.6824600000000001,0.6813100000000001,19.0008,65.04,-4.92591670625,0.01
49,250.0,5.6,7.145,2.8,18.39344,43.4506,4.75,106.9,0.016,1.218,34.96,474.67,3.4654398060000005,2189.6574,1110.0,8.6862,1.061,11.6,98.4,-3.4930940550000003,0.6922,0.6916,18.194000000000003,64.9,-4.871805601,0.01
50,250.0,5.8100000000000005,6.8836,2.6900000000000004,21.067440000000005,40.41214,6.56,106.8,0.016,1.2286,32.84,474.446,3.661655716,2380.0974,1100.0,9.102533333331998,1.0347,11.81,95.65,-3.3761336886000004,0.6794600000000001,0.6785100000000001,18.093200000000003,65.76,-4.76425828545,0.009
51,250.0,5.5600000000000005,8.7325,2.2,20.52844,39.1412,5.625,110.16,0.016,1.2688,32.36,474.652,3.275798174,2305.7374,1296.0,10.5292,1.0844,11.56,91.8,-3.23098117,0.6721600000000001,0.6708799999999999,20.0876,63.76000000000001,-4.6302258492,0.009
52,250.0,5.630000000000001,6.8375,2.83,19.73344,39.66582,3.975,106.92,0.016,1.2262,36.472,474.018,3.6396062828,2356.7374,1064.0,9.8432,1.0461,11.63,97.75,-3.6038225578,0.68218,0.68113,18.4784,65.12,-4.98599718475,0.184806
53,250.0,5.7333333333333325,8.956000000000003,2.355555555555556,23.92744444444445,42.68115555555555,7.379999999999999,111.66666666666669,0.016,1.2155555555555555,40.62222222222223,440.9577777777778,3.453682072888889,2615.193888888889,1408.888888888889,9.402222222222225,1.096,11.288888888888891,101.7777777777778,-3.3758391640000003,0.6619111111111111,0.6614666666666666,19.349555555555558,62.977777777777774,-4.6703457512222215,0.184806
54,250.0,5.727272727272728,7.132000000000001,2.7272727272727275,20.80267272727273,47.25154545454545,8.274999999999999,112.18181818181816,0.016,1.1836363636363636,34.09090909090909,434.0863636363636,3.4161952977272723,2354.688545454545,1295.4545454545453,7.507151515149999,1.1018181818181816,11.181818181818182,108.13636363636364,-3.2820794459090905,0.6692727272727272,0.6695454545454544,18.617727272727272,62.4090909090909,-4.539886737045454,0.181122
55,250.0,5.569536423841059,6.8375,2.8940397350993377,21.86126313465784,37.65843708609272,3.975,112.16777041942606,0.016,1.2139072847682115,39.84988962472407,442.61147902869766,3.5620175437086097,2542.9173002207517,1104.8565121412803,10.97109492273731,1.095011037527594,11.154525386313468,107.41942604856511,-3.6591159616556297,0.6578145695364239,0.6567527593818985,20.211677704194265,62.76158940397352,-4.943463871059604,0.181122
56,250.0,5.6004319654427634,6.914999999999999,2.8963282937365014,18.559127861771053,46.450004319654425,4.525,108.33045356371493,0.016,1.182937365010799,37.62419006479482,449.9146868250541,3.705208102807776,2383.403514038877,1237.5809935205184,7.96798272138229,1.0585097192224622,11.280777537796974,103.8682505399568,-3.6501640811663054,0.6807991360691146,0.6809265658747301,17.40861771058315,63.1879049676026,-4.960123230647948,0.172046
57,250.0,5.6220302375809945,6.914999999999999,2.9179265658747298,18.7744626349892,45.92244492440605,4.525,107.79049676025916,0.016,1.1807775377969765,38.22894168466523,449.5410367170627,3.836188300215983,2459.3430388768898,1239.7408207343412,8.08785313174946,1.0442548596112309,11.302375809935205,103.19870410367172,-3.717505865399568,0.6784233261339093,0.6785291576673866,17.075140388768894,63.29589632829374,-5.030203848034557,0.172046
58,600.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.0583461
59,550.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.0583461
60,500.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.0223575
61,450.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.0223575
62,400.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.012509
63,350.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.012509
64,300.0,5.98,7.512499999999998,2.38,22.66104,43.98372,6.199999999999998,101.3,0.05,1.2039999999999995,41.04,471.986,4.5059059152,2939.7374,1458.0,8.090200000000001,0.9332,11.98,85.42,-3.768682691800001,0.6764,0.6762199999999999,14.288800000000002,66.3,-5.1907675573,0.00958733
65,300.0,5.960000000000001,7.512499999999998,2.3600000000000003,22.461640000000006,44.47224,6.199999999999998,101.8,0.05,1.206,40.48,472.332,4.3846182524,2869.4174,1456.0,7.979200000000001,0.9464,11.96,86.04,-3.7063241996,0.6786000000000001,0.6784399999999999,14.5976,66.2,-5.1258729056,0.00958733
66,300.0,5.94,7.512499999999998,2.34,22.26224,44.96076,6.199999999999998,102.3,0.05,1.2079999999999995,39.92,472.67800000000005,4.2633305896000016,2799.0974,1454.0,7.868200000000001,0.9596,11.94,86.66,-3.643965707400001,0.6808000000000001,0.6806599999999999,14.906399999999998,66.1,-5.0609782539,0.00513065
67,300.0,5.92,7.512499999999998,2.3200000000000003,22.06284,45.44928,6.199999999999998,102.8,0.05,1.21,39.36,473.024,4.1420429268,2728.7774,1452.0,7.7572,0.9728,11.92,87.28,-3.5816072152,0.6829999999999999,0.6828799999999999,15.2152,66.0,-4.996083602200001,0.00513065
68,300.0,5.9,7.512499999999998,2.3,21.86344,45.9378,6.199999999999998,103.3,0.05,1.2119999999999995,38.8,473.37,4.020755264,2658.4574,1450.0,7.646200000000001,0.986,11.9,87.89999999999998,-3.5192487230000005,0.6852,0.6850999999999999,15.524,65.9,-4.9311889505,0.00297818
69,300.0,5.880000000000001,7.512499999999998,2.28,21.66404,46.42632,6.199999999999998,103.8,0.05,1.214,38.24,473.716,3.8994676012,2588.1374,1448.0,7.5352000000000015,0.9992,11.88,88.52,-3.4568902308,0.6874,0.6873199999999999,15.8328,65.8,-4.8662942988,0.00297818
70,300.0,5.859999999999999,7.512499999999998,2.26,21.464640000000006,46.914840000000005,6.199999999999998,104.3,0.05,1.2159999999999995,37.68,474.062,3.7781799384,2517.8174,1446.0,7.4242,1.0124,11.86,89.14,-3.3945317386000005,0.6896,0.6895399999999999,16.141599999999997,65.7,-4.8013996471,0.00390268
71,300.0,5.88,8.772,2.44,21.270840000000003,45.33532,7.199999999999998,102.8,0.05,1.206,38.96,472.976,4.154486074399999,2687.7374,1400.0,7.7932000000000015,0.9731999999999998,11.88,88.68,-3.6338231268,0.6841200000000001,0.6839999999999999,15.2268,65.88,-5.0442874108,0.00390268
72,300.0,5.84,8.772,2.56,20.47884,45.22136,7.199999999999998,102.8,0.05,1.202,38.56,472.92800000000005,4.166929222,2646.6974,1348.0,7.8292,0.9736,11.84,90.08,-3.6860390384000006,0.6852400000000001,0.68512,15.2384,65.76,-5.0924912194,0.00371827
73,300.0,5.800000000000002,8.772,2.68,19.68684,45.1074,7.199999999999998,102.8,0.05,1.198,38.16,472.88,4.179372369599999,2605.6574,1296.0,7.8652,0.974,11.8,91.48,-3.738254950000001,0.6863600000000001,0.68624,15.25,65.64,-5.1406950280000006,0.00371827
74,300.0,5.76,8.772,2.8,18.89484,44.99344,7.199999999999998,102.8,0.05,1.194,37.76,472.832,4.1918155172,2564.6174,1244.0,7.9012,0.9744,11.76,92.88,-3.7904708616,0.6874800000000001,0.6873600000000001,15.2616,65.52000000000001,-5.1888988366,0.002034321
75,300.0,5.7200000000000015,6.914999999999999,2.92,18.10284,44.87948,4.525,102.8,0.05,1.19,37.36,472.784,4.2042586648,2523.5774,1192.0,7.9372,0.9748,11.72,94.28,-3.842686773200001,0.6886000000000001,0.68848,15.2732,65.4,-5.2371026452,0.002034321
76,300.0,4.76,6.987499999999999,2.3600000000000003,5.62164,42.72424,2.1,109.2,0.05,1.226,15.88,471.732,4.046895512400002,1686.4174,1816.0,10.0392,1.0024,10.76,86.04,-3.5447251176000005,0.7080000000000001,0.7078399999999999,16.9496,56.8,-4.9668976946,0.001340245
77,300.0,4.86,8.352,2.42,6.909640000000001,42.84206,3.92,108.46,0.05,1.222,18.14,471.768,4.086889360200002,1784.1974,1754.0,9.8512,0.997,10.86,86.74000000000002,-3.5869929816000004,0.70562,0.7054600000000001,16.720200000000002,57.68000000000001,-5.0068971200000005,0.001340245
78,300.0,4.96,8.352,2.48,8.19764,42.95988,3.92,107.72,0.05,1.218,20.4,471.804,4.1268832080000015,1881.9774,1692.0,9.663200000000002,0.9915999999999998,10.96,87.44000000000003,-3.6292608456,0.7032400000000001,0.7030799999999999,16.4908,58.56,-5.0468965454,0.0009347339999999
79,300.0,5.0600000000000005,8.352,2.54,9.485639999999998,43.0777,3.92,106.98,0.05,1.214,22.66,471.84,4.1668770558000015,1979.7574,1630.0,9.4752,0.9862,11.06,88.14,-3.6715287096,0.70086,0.7007,16.261400000000002,59.44000000000001,-5.0868959708000006,0.0009347339999999
80,300.0,5.16,8.352,2.6,10.773640000000002,43.19552,3.92,106.24,0.05,1.2099999999999995,24.92,471.876,4.2068709036000005,2077.5374,1568.0,9.2872,0.9808,11.16,88.84000000000002,-3.7137965736,0.69848,0.6983199999999999,16.032,60.32000000000001,-5.1268953962,0.000776737
81,100.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.000776737
82,180.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.000742452
83,246.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.000742452
84,300.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.000749121
85,337.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.000749121
86,370.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.1
87,400.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.1
88,421.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.079
89,450.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.079
90,487.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.063
91,520.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.063
92,559.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.053
93,594.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.053
94,624.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.051
95,647.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.051
96,663.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.03
97,670.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.03
98,680.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.019
99,689.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.019
100,700.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.017
101,706.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.017
102,706.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.015
103,718.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.015
104,742.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.0069999999999999
105,775.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.0069999999999999
106,800.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.006
107,833.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.006
108,870.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.006
109,899.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.006
110,926.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.004
111,948.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.004
112,981.0,5.76,8.956000000000003,2.3200000000000003,21.56144,43.90644,7.379999999999999,106.9,0.1,1.234,36.56,474.862,3.4156672156,2353.8174,1318.0,8.5422,1.0594,11.76,92.8,-3.2842304086,0.6877200000000001,0.68712,18.1476,65.38,-4.6789903666,0.015
113,400.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.015
114,450.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.026
115,500.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.026
116,550.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.003207921
117,600.0,5.76,7.1296,2.640000000000001,19.825440000000004,43.81344,7.18,107.5,0.02,1.2256,30.96,475.406,3.363983,2160.2974,1130.0,8.117533333332,1.0642,11.76,97.0,-3.2079583406000003,0.68976,0.68916,18.3312,65.46000000000001,-4.5899862232,0.003207921
118,1200.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.003366337
119,1069.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.003366337
120,971.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.004158416
121,872.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.004158416
122,775.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.0058217819999999
123,676.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.0058217819999999
124,578.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.00819802
125,479.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.00819802
126,381.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.0132673269999999
127,285.0,7.380000000000001,5.3,2.38,9.938439999999998,41.41772,2.1,114.52,0.019,1.2752,11.432,474.36800000000005,3.6466947528,2491.337400000001,1524.0,11.0532,1.0426,10.78,91.7,-2.6710793168,0.62128,0.62098,19.1704,62.52,-4.0743247175,0.0132673269999999
128,1200.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.011813909
129,1069.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.011813909
130,971.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.00514607
131,872.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.00514607
132,775.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.004110179
133,676.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.004110179
134,578.0,7.380000000000001,5.654999999999999,2.38,13.57044,42.43588,9.225,114.08,0.019,1.2668,11.58,474.402,3.6726104104,2452.1374,1508.0,10.773866666666,1.0378,10.78,91.62,-2.6711540558,0.6301399999999999,0.62984,18.635,62.48,-4.0748208636,0.002492642
